,anh,thành,cố,lần,cuối,cứu,vãn,cuộc,tình,tôi,hiểu,khó,chịu,của,khi,nghe,sự,so,sánh,từ,người,yêu,đàn,ông,xưa,nay,thế,với,họ,nếu,không,có,một,chút,tự,ái,và,lúc,nào,nghĩ,rằng,mình,tài,giỏi,thì,phải,là,vì,vậy,luôn,nổi,khùng,ai,đó,bì,khác,from,vu,tranto,tamsuvnexpress,net,sent,tuesday,may,25,2004,610,pm,subject,dan,ong,phai,lanh,lung,chào,bạn,gái,nhất,ta,kém,cỏi,gì,điều,này,như,mũi,dao,đâm,vào,tim,thể,xinh,đẹp,giàu,sang,hoặc,đi,chăng,nữa,nhưng,thiếu,cảm,thông,trai,những,đều,vô,nghĩa,sẽ,dẫn,tới,bất,đồng,hai,ngày,càng,lớn,hơn,quả,bom,bùng,nổ,cứ,đây,nên,thẳng,thắn,bàn,cô,ấy,cách,hay,để,trắc,nghiệm,cùng,nhau,lập,danh,sách,thấy,ở,đưa,ra,tham,khảo,nhỏ,nhặt,vượt,qua,2,đến,chuyện,tiếp,tục,mối,quan,hệ,hãy,đừng,làm,mờ,lý,trí,ạ,cũng,níu,kéo,nó,nằm,ngoài,vòng,tay,can,đảm,muốn,nói,lời,chia,đâu,cạnh,mà,mong,nhìn,hạnh,phúc,đúng,thà,mang,tiếng,bỏ,được,dù,đau,khổ,tức,thời,đáng,nhỉ,xem,kết,tin,đàng,hoàng,lại,giả,sử,đang,quen,cũ,giống,thành22,05,cần,tỉnh,táo,trong,này22,còn,chần,chừ,tâm,h,21,đơn,giản,thôi21,suy,lại21
0,0.02257715743528314,0.02617652136208532,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.05656652155060788,0.05656652155060788,0.043478260869565216,0.02617652136208532,0.03039000018852256,0.043478260869565216,0.03582211917149212,0.03582211917149212,0.019823128506509757,0.03039000018852256,0.03039000018852256,0.02617652136208532,0.02617652136208532,0.03582211917149212,0.043478260869565216,0.008134201885093237,0.02617652136208532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.024102413942621338,0.01372206926455302,0.041521378712273266,0.018030301561390953,0.031443583148256855,0.01372206926455302,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.020760689356136633,0.024102413942621338,0.018030301561390953,0.024102413942621338,0.020760689356136633,0.010380344678068316,0.028410646239459266,0.028410646239459266,0.020760689356136633,0.020760689356136633,0.015721791574128428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,0.04368562527100118,0.04368562527100118,,0.03762874945799765,,,0.011692915209821528,,,,,,,0.02487125054200235,0.03762874945799765,,,,,,,,,,,,,0.018814374728998825,,,,,,0.0625,0.0625,0.0625,0.0625,0.0625,0.05149429630901992,0.03762874945799765,0.0625,0.05149429630901992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3252574989159953,0.3252574989159953,0.3252574989159953,0.3252574989159953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.015735594576106432,,,,,,,,,0.021180909222303604,0.030303030303030304,0.024966931543767237,0.024966931543767237,0.027632239736346934,0.021180909222303604,0.021180909222303604,0.018244242161453407,0.018244242161453407,0.024966931543767237,0.030303030303030304,0.005669292222943771,,,,,,,,,,,,,,,,,,,,,0.009122121080726703,,,,,,,,,,,,,,,,,,,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.024966931543767237,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.024966931543767237,0.021180909222303604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.024102413942621338,0.01372206926455302,0.041521378712273266,0.018030301561390953,0.031443583148256855,0.01372206926455302,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.020760689356136633,0.024102413942621338,0.018030301561390953,0.024102413942621338,0.020760689356136633,0.010380344678068316,0.028410646239459266,0.028410646239459266,0.020760689356136633,0.020760689356136633,0.015721791574128428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,0.04368562527100118,0.04368562527100118,,0.03762874945799765,,,0.011692915209821528,,,,,,,0.02487125054200235,0.03762874945799765,,,,,,,,,,,,,0.018814374728998825,,,,,,0.0625,0.0625,0.0625,0.0625,0.0625,0.05149429630901992,0.03762874945799765,0.0625,0.05149429630901992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.012981865525287807,,,,,,,,,,,,,,,,,,,,0.009354332167857223,,,,,,,,,,0.02279659778248622,,,,,,,,,,,,,,0.03010299956639812,0.03010299956639812,0.04559319556497244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06505149978319906,0.06505149978319906,0.06505149978319906,0.06505149978319906,0.05,0.034948500216800946,0.05,0.034948500216800946,0.06505149978319906,0.06505149978319906,0.06505149978319906,0.06505149978319906,0.06505149978319906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0066573669360450284,,,,,,,,,,,,,0.011690562965377549,,,0.015437435675075958,,,,0.00479709341941396,,,,,,0.017922307803487664,0.010203589965949682,,0.013407147314880451,,0.020407179931899364,,,,,,,0.013407147314880451,,,0.007718717837537979,0.02112586515241843,0.02112586515241843,,,0.011690562965377549,,,,,,,0.015437435675075958,,,,,,,,,,,,,,,,,,,,,,0.04225173030483686,0.017922307803487664,,,,,,0.017922307803487664,,,,,,,,0.03584461560697533,0.033359743478563623,0.033359743478563623,0.033359743478563623,0.033359743478563623,0.033359743478563623,0.06671948695712725,0.033359743478563623,0.02564102564102564,0.02564102564102564,0.033359743478563623,0.02564102564102564,0.033359743478563623,0.033359743478563623,0.02112586515241843,0.033359743478563623,0.033359743478563623,0.02564102564102564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,0.016886368727767567,,,0.02229851819733194,0.02229851819733194,0.030515138553493287,,0.006929134939153498,,,,,,,,,,,0.014738518839705096,,,,,0.02229851819733194,0.02588777793837107,0.019365879454827317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02588777793837107,,,,,,0.02588777793837107,,,,,,,,,,,,,,,,,,0.04818629613570301,0.04818629613570301,0.04818629613570301,0.09637259227140602,0.04818629613570301,0.04818629613570301,0.04818629613570301,0.04818629613570301,0.04818629613570301,0.04818629613570301,0.037037037037037035,0.04818629613570301,0.04818629613570301,0.04818629613570301,0.04818629613570301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.023603391864159648,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03617636442473069,,,,,,,,,,0.06354272766691081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11827545415127103,0.09090909090909091,0.11827545415127103,0.11827545415127103,0.11827545415127103,0.07490079463130171,0.07490079463130171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,0.021502142547427227,,,0.029425312176582813,0.029425312176582813,,,,,,,,0.00668166583418373,0.043004285094854454,,,,,,,,,,0.014212143166858485,,,,,0.021502142547427227,,,,,0.010751071273713613,,,,,0.016283284130347297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249632144405721,,,,,,,,,,,,,,,,,,,,,,0.029425312176582813,,,,,,,,,,,,,,,,,,,,,,,,,,0.04646535698799933,0.04646535698799933,0.029425312176582813,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.029425312176582813,0.03571428571428571,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.04646535698799933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,0.008134201885093237,,,,,,,,,0.02273385849044946,,0.017301739507479895,,,,,0.02617652136208532,,,0.03039000018852256,,,,,0.02617652136208532,,,,,,,,,0.02617652136208532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03039000018852256,,,,,,,,0.03039000018852256,,,,,,,,,,,,,,0.03582211917149212,,,,,,,,,,,,,,,,,,,,0.043478260869565216,,,,,,,,,,,,,,,,,,,,,,0.05656652155060788,0.05656652155060788,0.05656652155060788,0.05656652155060788,0.05656652155060788,0.05656652155060788,0.043478260869565216,0.05656652155060788,0.05656652155060788,0.043478260869565216,0.05656652155060788,0.05656652155060788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.02163644254214634,0.050171665943996864,,,,,,,0.050171665943996864,,,,,,,,,,,,,0.050171665943996864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06865906174535989,,,,,,,,,,,,,,,,,,,,,,,,,,0.0582475003613349,0.08333333333333333,0.10841916630533177,0.10841916630533177,0.10841916630533177,0.10841916630533177,0.10841916630533177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.017309154033717074,,,,,,,,,,,,,0.030395463709981627,,,,,,,,,,,,,,,,0.034858583018689174,,,,,,,,,,,,0.020068666377598746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04659800028906792,,,,,,,,,,,,,,,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,,,,,,0.04659800028906792,0.08673533304426542,0.08673533304426542,0.08673533304426542,0.08673533304426542,0.08673533304426542,0.08673533304426542,0.05492724939628792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,0.009354332167857223,,,,,,,,,0.026143937264016884,0.02279659778248622,,,,,,,,,,0.03010299956639812,0.01505149978319906,,,,0.03010299956639812,0.02279659778248622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04119543704721594,0.04119543704721594,,,,,,,,,,,0.04119543704721594,,,,,,,,,,,,,,,,,,0.06989700043360189,,,,,,,,,,,,,,0.04119543704721594,0.06505149978319906,0.06505149978319906,0.05,0.06505149978319906,0.06505149978319906,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.012769048057660137,0.00986983592340922,0.01639344262295082,0.01639344262295082,0.01639344262295082,,,,,,,,,,,,,,,,0.0061339883067916216,0.01973967184681844,,,,,0.011458524661246212,,0.00986983592340922,,0.007474294354913515,0.0065236066995416,,,,,,,0.008571782709513733,,0.00986983592340922,0.01973967184681844,,,0.00986983592340922,0.00986983592340922,0.01494858870982703,,,,,,0.013506700671218341,0.00986983592340922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01639344262295082,,,,,,,,,,,0.01639344262295082,,,,,,,,,,,0.013506700671218341,,,0.027013401342436683,,,,,,,,0.013506700671218341,0.01639344262295082,,,,,,,,,,,,,,,,,0.011458524661246212,,,,,,,0.011458524661246212,,,,,,,,,,0.01639344262295082,,,,0.021328360584655433,0.021328360584655433,0.01639344262295082,0.01639344262295082,0.021328360584655433,0.042656721169310866,0.042656721169310866,0.021328360584655433,0.021328360584655433,0.021328360584655433,0.021328360584655433,0.021328360584655433,0.021328360584655433,0.021328360584655433,0.021328360584655433,0.021328360584655433,0.021328360584655433,0.021328360584655433,0.021328360584655433,0.021328360584655433,0.021328360584655433,0.021328360584655433,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.017906021414190076,,,,,,,,0.020760689356136633,0.024102413942621338,,,,,,,,,,,0.006451263564039464,,,,,,,0.01372206926455302,,,0.031443583148256855,0.02744413852910604,,,,,,,0.018030301561390953,,0.020760689356136633,,,,,,,,,,,,,,,0.028410646239459266,,,,,,,,,,,,,,,,,,,,,0.024102413942621338,,,,,,,,0.048204827885242676,,,,,,0.024102413942621338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028410646239459266,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034482758620689655,,,,,,,,,,,,,,,,,0.028410646239459266,,,,,,0.034482758620689655,,,,,,,,,,,,,,,,,,,,,,,0.04486310329875797,0.04486310329875797,0.04486310329875797,0.04486310329875797,0.04486310329875797,0.04486310329875797,0.04486310329875797,0.04486310329875797,,,,,,,,,,,,,,,,,,,,
18,0.020497682408349167,0.0316873679646296,,,,,,0.02631578947368421,0.0158436839823148,0.01839394748252681,,,,0.023996418718406545,,,0.0158436839823148,,,,0.004923332719924854,0.0158436839823148,,,,,,0.01047210549136941,,,0.011998209359203272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04336361794443783,,,,,,,,,,0.021681808972218913,0.01839394748252681,,,,,0.02631578947368421,,,,,,,,,,,,,,,,,0.02631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01839394748252681,,,,,,,,,,,,,,,,0.02631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03423763146484161,0.03423763146484161,0.03423763146484161,0.05263157894736842,0.03423763146484161,0.03423763146484161,0.03423763146484161,0.03423763146484161,0.03423763146484161,0.03423763146484161,0.03423763146484161,0.03423763146484161,0.03423763146484161,0.03423763146484161,,,,,,
19,0.023603391864159648,0.05473272648436022,,,,,,,,,,,,0.0207241798022602,,,,,,,,,,,,,,,,,,,,,,,,,,0.031771363833455406,,,,,,,,,,,,,,,,,,,,,,,,,,0.11235119194695255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045454545454545456,,,,,,0.031771363833455406,,,,,,,0.031771363833455406,,,,,,,,,,,,,,,,,0.045454545454545456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13636363636363635,,,,,,,,,,,0.05913772707563551,0.05913772707563551,0.05913772707563551,0.05913772707563551,0.05913772707563551,0.05913772707563551
